lat,lon,year,subregion,country,cause,route,origin,toll
31.597042,-111.753172,2020,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
31.682493,-112.084017,2020,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
31.3711,-109.47751,2020,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
26.2159066,-98.3252932,2020,Norteamérica,United States of America,Ahogamiento,Frontera EE.UU.-México,Mexico,1
26.2434051,-98.5616885,2020,Norteamérica,United States of America,Enfermedad o falta de atención,Frontera EE.UU.-México,Mexico,1
26.0857116,-98.1710338,2020,Norteamérica,United States of America,Ahogamiento,Frontera EE.UU.-México,Mexico,1
26.1854863,-98.3802991,2020,Norteamérica,United States of America,Ahogamiento,Frontera EE.UU.-México,Guatemala,1
26.2094824,-98.4194623,2020,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Mexico,1
26.5751635,-98.1601166,2020,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Guatemala,1
26.113872,-98.2705329,2020,Norteamérica,United States of America,Ahogamiento,Frontera EE.UU.-México,Desconocido,1
26.2029614,-98.3632093,2020,Norteamérica,United States of America,Ahogamiento,Frontera EE.UU.-México,Honduras,1
26.1820236,-98.3566571,2020,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Mexico,1
26.0926784,-98.1874008,2020,Norteamérica,United States of America,Ahogamiento,Frontera EE.UU.-México,Desconocido,1
26.113363,-97.959136,2020,Norteamérica,United States of America,Ahogamiento,Frontera EE.UU.-México,Mexico,1
26.2792764,-98.0551477,2020,Norteamérica,United States of America,Ahogamiento,Frontera EE.UU.-México,Guatemala,1
26.2159066,-98.3252932,2020,Norteamérica,United States of America,Ahogamiento,Frontera EE.UU.-México,El Salvador,1
26.18372088,-98.3796686,2020,Norteamérica,United States of America,Ahogamiento,Frontera EE.UU.-México,Mexico,1
26.18372088,-98.3796686,2020,Norteamérica,United States of America,Ahogamiento,Frontera EE.UU.-México,El Salvador,1
16.7569318,-93.1292353,2020,Centroamérica,Mexico,Mixta o desconocida,Sin ruta registrada,El Salvador,1
27.8433002,-101.1197134,2020,Centroamérica,Mexico,Mixta o desconocida,Frontera EE.UU.-México,Honduras,1
28.20311994,-100.24355373,2020,Centroamérica,Mexico,Ahogamiento,Frontera EE.UU.-México,Desconocido,1
16.7569318,-93.1292353,2020,Centroamérica,Mexico,Mixta o desconocida,Sin ruta registrada,Mexico,1
16.7569318,-93.1292353,2020,Centroamérica,Mexico,Mixta o desconocida,Sin ruta registrada,Mexico,1
17.2666669,-91.0000001,2020,Centroamérica,Mexico,Mixta o desconocida,Sin ruta registrada,Honduras,1
26.03243967,-98.07263018,2020,Centroamérica,Mexico,Ahogamiento,Frontera EE.UU.-México,Desconocido,2
28.44423317,-100.35210397,2020,Centroamérica,Mexico,Ahogamiento,Frontera EE.UU.-México,Desconocido,1
17.2666669,-91.0000001,2020,Centroamérica,Mexico,Mixta o desconocida,Sin ruta registrada,Honduras,1
29.08635204,-104.49055927,2020,Centroamérica,Mexico,Condiciones ambientales extremas,Frontera EE.UU.-México,Desconocido,1
16.7569318,-93.1292353,2020,Centroamérica,Mexico,Mixta o desconocida,Sin ruta registrada,Guatemala,1
26.0393516,-98.04688097,2020,Centroamérica,Mexico,Ahogamiento,Frontera EE.UU.-México,Desconocido,1
16.7569318,-93.1292353,2020,Centroamérica,Mexico,Mixta o desconocida,Sin ruta registrada,Desconocido,1
26.13354224,-98.3564688,2020,Centroamérica,Mexico,Ahogamiento,Frontera EE.UU.-México,Desconocido,1
28.32824886,-100.32326485,2020,Centroamérica,Mexico,Ahogamiento,Frontera EE.UU.-México,Desconocido,1
28.65486506,-100.51621224,2020,Centroamérica,Mexico,Ahogamiento,Frontera EE.UU.-México,Desconocido,1
32.5052082,-115.9207522,2020,Centroamérica,Mexico,Condiciones ambientales extremas,Frontera EE.UU.-México,Desconocido,1
32.51215686,-115.93997827,2020,Centroamérica,Mexico,Condiciones ambientales extremas,Frontera EE.UU.-México,Mexico,1
16.7569318,-93.1292353,2020,Centroamérica,Mexico,Mixta o desconocida,Sin ruta registrada,El Salvador,1
16.7569318,-93.1292353,2020,Centroamérica,Mexico,Mixta o desconocida,Sin ruta registrada,El Salvador,1
26.05415737,-98.17322374,2020,Centroamérica,Mexico,Ahogamiento,Frontera EE.UU.-México,Mexico,1
16.7569318,-93.1292353,2020,Centroamérica,Mexico,Mixta o desconocida,Sin ruta registrada,Haiti,1
17.2666669,-91.0000001,2020,Centroamérica,Mexico,Mixta o desconocida,Sin ruta registrada,Desconocido,3
16.7569318,-93.1292353,2020,Centroamérica,Mexico,Mixta o desconocida,Sin ruta registrada,Haiti,1
26.06896127,-98.25150133,2020,Centroamérica,Mexico,Ahogamiento,Frontera EE.UU.-México,Desconocido,1
29.5498507,-104.5920349,2020,Centroamérica,Mexico,Ahogamiento,Frontera EE.UU.-México,Desconocido,1
28.58903488,-100.44274117,2020,Centroamérica,Mexico,Ahogamiento,Frontera EE.UU.-México,Desconocido,1
32.8674653,-116.4187931,2020,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
32.61768,-116.1874241,2020,Norteamérica,United States of America,Condiciones ambientales extremas,Frontera EE.UU.-México,Desconocido,1
32.6442247,-116.7814093,2020,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
32.6442247,-116.7814093,2020,Norteamérica,United States of America,Condiciones ambientales extremas,Frontera EE.UU.-México,Mexico,1
32.6509861,-116.9610962,2020,Norteamérica,United States of America,Muerte accidental,Frontera EE.UU.-México,Mexico,1
27.4877716,-99.4714896,2020,Norteamérica,United States of America,Accidente de transporte,Frontera EE.UU.-México,Desconocido,1
32.535333,-113.124167,2020,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
32.838333,-113.143166,2020,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Mexico,1
32.758667,-112.3905,2020,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
31.622,-109.211,2020,Norteamérica,United States of America,Violencia,Frontera EE.UU.-México,Desconocido,1
32.08169,-112.34344,2020,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
32.85305,-112.614167,2020,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
32.840267,-112.59805,2020,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
32.832783,-112.262633,2020,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
31.1745732,-105.3571764,2020,Norteamérica,United States of America,Condiciones ambientales extremas,Frontera EE.UU.-México,Ecuador,1
31.75235189,-106.49356235,2020,Norteamérica,United States of America,Ahogamiento,Frontera EE.UU.-México,Ecuador,1
31.00839265,-105.54009917,2020,Norteamérica,United States of America,Ahogamiento,Frontera EE.UU.-México,Ecuador,1
31.585495,-106.215117,2020,Norteamérica,United States of America,Ahogamiento,Frontera EE.UU.-México,Mexico,1
31.606596,-106.2939,2020,Norteamérica,United States of America,Ahogamiento,Frontera EE.UU.-México,Mexico,1
31.587356,-106.267643,2020,Norteamérica,United States of America,Ahogamiento,Frontera EE.UU.-México,Guatemala,1
31.564882,-106.274327,2020,Norteamérica,United States of America,Ahogamiento,Frontera EE.UU.-México,Mexico,1
31.597643,-106.28529,2020,Norteamérica,United States of America,Ahogamiento,Frontera EE.UU.-México,Mexico,1
31.545392,-106.2126279,2020,Norteamérica,United States of America,Violencia,Frontera EE.UU.-México,Ecuador,1
31.5303045,-106.2541603,2020,Norteamérica,United States of America,Muerte accidental,Frontera EE.UU.-México,Brazil,1
31.680647,-111.305841,2020,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
32.535333,-113.124167,2020,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
32.280197,-111.363128,2020,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
32.838333,-113.143166,2020,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
32.758667,-112.3905,2020,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
31.622,-109.211,2020,Norteamérica,United States of America,Violencia,Frontera EE.UU.-México,Desconocido,1
32.85305,-112.614167,2020,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
32.840267,-112.59805,2020,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
32.832783,-112.262633,2020,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
31.5006,-108.743,2020,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Mexico,1
31.5894,-108.229,2020,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Mexico,1
31.5894,-108.229,2020,Norteamérica,United States of America,Condiciones ambientales extremas,Frontera EE.UU.-México,Mexico,1
31.9937,-107.927,2020,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Mexico,1
31.854722,-108.14528,2020,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Mexico,1
31.7928,-106.773,2020,Norteamérica,United States of America,Condiciones ambientales extremas,Frontera EE.UU.-México,Ecuador,1
31.8468798,-106.68392,2020,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Mexico,1
32.2034,-108.25,2020,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Guatemala,1
32.694585,-116.869324,2020,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
32.644152,-116.860444,2020,Norteamérica,United States of America,Condiciones ambientales extremas,Frontera EE.UU.-México,Mexico,1
32.610429,-116.510853,2020,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Mexico,1
32.567541,-116.765125,2020,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
32.660215,-116.274197,2020,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Mexico,1
32.68683,-115.99136,2020,Norteamérica,United States of America,Condiciones ambientales extremas,Frontera EE.UU.-México,Desconocido,1
29.36820243,-103.7272989,2021,Norteamérica,United States of America,Condiciones ambientales extremas,Frontera EE.UU.-México,Desconocido,2
31.1745732,-105.3571764,2021,Norteamérica,United States of America,Accidente de transporte,Frontera EE.UU.-México,Ecuador,1
29.32804465,-100.9316879,2021,Centroamérica,Mexico,Ahogamiento,Frontera EE.UU.-México,Haiti,1
8.629444874,-77.33744874,2021,Sudamérica,Colombia,Ahogamiento,Tapón del Darién,Haiti,7
10.4302113,-75.5445593,2021,Sudamérica,Colombia,Enfermedad o falta de atención,Sin ruta registrada,Venezuela,1
0.8150687,-77.7165925,2021,Sudamérica,Ecuador,Mixta o desconocida,Sin ruta registrada,Desconocido,1
28.713166,-100.5093583,2021,Centroamérica,Mexico,Ahogamiento,Frontera EE.UU.-México,Mexico,1
29.33161137,-100.9372101,2021,Norteamérica,United States of America,Ahogamiento,Frontera EE.UU.-México,Haiti,1
28.697183,-100.3980824,2021,Norteamérica,United States of America,Condiciones ambientales extremas,Frontera EE.UU.-México,Desconocido,1
28.7117767,-100.5134411,2021,Centroamérica,Mexico,Ahogamiento,Frontera EE.UU.-México,Desconocido,1
-17.8792941,-67.1556008,2021,Sudamérica,Bolivia (Plurinational State of),Accidente de transporte,Sin ruta registrada,Venezuela,4
27.2269872,-98.1441714,2021,Norteamérica,United States of America,Condiciones ambientales extremas,Frontera EE.UU.-México,Honduras,1
26.06148611,-98.79338179,2021,Centroamérica,Mexico,Violencia,Frontera EE.UU.-México,Guatemala,19
10.9731583,-74.7804278,2021,Sudamérica,Colombia,Violencia,Sin ruta registrada,Venezuela,1
20.4602715,-100.6224706,2021,Centroamérica,Mexico,Mixta o desconocida,Sin ruta registrada,El Salvador,1
9.635836971,-73.78683013,2021,Sudamérica,Colombia,Violencia,Sin ruta registrada,Venezuela,1
28.4242507,-100.7646846,2021,Centroamérica,Mexico,Accidente de transporte,Frontera EE.UU.-México,Mexico,1
6.174750949,-67.07825961,2021,Sudamérica,Venezuela (Bolivarian Republic of),Accidente de transporte,Sin ruta registrada,Venezuela,10
26.1087466,-98.2652505,2021,Norteamérica,United States of America,Violencia,Frontera EE.UU.-México,Cuba,1
32.54143422,-117.0448118,2021,Norteamérica,United States of America,Ahogamiento,Frontera EE.UU.-México,Mexico,1
20.5087233,-100.8300976,2021,Centroamérica,Mexico,Violencia,Sin ruta registrada,Desconocido,1
4.5971147,-74.0864237,2021,Sudamérica,Colombia,Violencia,Sin ruta registrada,Venezuela,1
25.84591716,-97.37103277,2021,Centroamérica,Mexico,Ahogamiento,Frontera EE.UU.-México,Desconocido,2
-19.2761393,-68.6388049,2021,Sudamérica,Chile,Condiciones ambientales extremas,Sin ruta registrada,Colombia,2
17.8307439,-93.3897441,2021,Centroamérica,Mexico,Violencia,Sin ruta registrada,Desconocido,1
10.4742449,-73.2436335,2021,Sudamérica,Colombia,Violencia,Sin ruta registrada,Venezuela,1
28.713166,-100.5093583,2021,Centroamérica,Mexico,Ahogamiento,Frontera EE.UU.-México,Mexico,1
28.71317365,-100.5068478,2021,Norteamérica,United States of America,Ahogamiento,Frontera EE.UU.-México,Desconocido,1
5.98740941,-57.1435619,2021,Sudamérica,Guyana,Ahogamiento,Sin ruta registrada,Guyana,3
24.8240255,-80.8136783,2021,Caribe,United States of America,Ahogamiento,Caribe hacia EE.UU.,Cuba,10
27.4790481,-99.4814057,2021,Centroamérica,Mexico,Ahogamiento,Frontera EE.UU.-México,Desconocido,1
28.6805128,-100.5078173,2021,Centroamérica,Mexico,Ahogamiento,Frontera EE.UU.-México,Honduras,1
28.6805128,-100.5078173,2021,Centroamérica,Mexico,Ahogamiento,Frontera EE.UU.-México,Venezuela,1
29.3222273,-103.2068216,2021,Norteamérica,United States of America,Condiciones ambientales extremas,Frontera EE.UU.-México,Desconocido,1
29.36820243,-103.7272989,2021,Norteamérica,United States of America,Condiciones ambientales extremas,Frontera EE.UU.-México,Desconocido,4
28.36796911,-99.30855138,2021,Norteamérica,United States of America,Condiciones ambientales extremas,Frontera EE.UU.-México,Desconocido,1
28.7019633,-100.5048585,2021,Norteamérica,United States of America,Condiciones ambientales extremas,Frontera EE.UU.-México,Honduras,1
19.87079787,-71.40140185,2021,Caribe,Dominican Republic,Ahogamiento,Sin ruta registrada,Rep. Dominicana,2
19.55102318,-71.71226423,2021,Caribe,Dominican Republic,Violencia,Haití a Rep. Dominicana,Haiti,1
14.9364483,-92.265659,2021,Centroamérica,Mexico,Violencia,Sin ruta registrada,Honduras,1
6.2476376,-75.5658153,2021,Sudamérica,Colombia,Violencia,Sin ruta registrada,Peru,1
32.53288558,-117.1233625,2021,Centroamérica,Mexico,Ahogamiento,Frontera EE.UU.-México,Honduras,1
8.378848547,-72.41203443,2021,Sudamérica,Venezuela (Bolivarian Republic of),Violencia,Sin ruta registrada,Venezuela,1
27.4790538,-99.4814315,2021,Centroamérica,Mexico,Ahogamiento,Frontera EE.UU.-México,Mexico,1
28.65812669,-100.5017234,2021,Centroamérica,Mexico,Ahogamiento,Frontera EE.UU.-México,Honduras,1
28.70516695,-100.5113856,2021,Norteamérica,United States of America,Ahogamiento,Frontera EE.UU.-México,Desconocido,2
32.78367772,-115.2984346,2021,Norteamérica,United States of America,Accidente de transporte,Frontera EE.UU.-México,Guatemala,13
-2.342606049,-73.07057192,2021,Sudamérica,Peru,Violencia,Sin ruta registrada,Venezuela,1
-22.73371516,-64.34982328,2021,Sudamérica,Argentina,Ahogamiento,Sin ruta registrada,Argentina,4
27.45546714,-80.05125773,2021,Caribe,United States of America,Ahogamiento,Caribe hacia EE.UU.,Bahamas,6
17.37971317,-97.12385013,2021,Centroamérica,Mexico,Accidente de transporte,Sin ruta registrada,Desconocido,1
31.7618778,-106.4850217,2021,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
19.7019462,-98.4585271,2021,Centroamérica,Mexico,Accidente de transporte,Sin ruta registrada,Honduras,1
32.57929447,-116.5934173,2021,Centroamérica,Mexico,Muerte accidental,Frontera EE.UU.-México,Cuba,1
-22.7361245,-64.3542692,2021,Sudamérica,Bolivia (Plurinational State of),Ahogamiento,Sin ruta registrada,Bolivia,7
23.66049536,-80.38468176,2021,Caribe,Cuba,Ahogamiento,Caribe hacia EE.UU.,Cuba,7
28.7125063,-100.5096557,2021,Centroamérica,Mexico,Ahogamiento,Frontera EE.UU.-México,Desconocido,1
29.45061979,-100.9088278,2021,Norteamérica,United States of America,Accidente de transporte,Frontera EE.UU.-México,Mexico,8
19.6044444,-98.3119444,2021,Centroamérica,Mexico,Accidente de transporte,Sin ruta registrada,Desconocido,1
27.52306085,-99.52574841,2021,Centroamérica,Mexico,Ahogamiento,Frontera EE.UU.-México,Desconocido,2
7.0773599,-73.1205348,2021,Sudamérica,Colombia,Violencia,Sin ruta registrada,Venezuela,1
-19.2761393,-68.6388049,2021,Sudamérica,Chile,Accidente de transporte,Sin ruta registrada,Venezuela,1
7.830102197,-72.4508794,2021,Sudamérica,Venezuela (Bolivarian Republic of),Ahogamiento,Sin ruta registrada,Venezuela,1
-19.2761393,-68.6388049,2021,Sudamérica,Chile,Condiciones ambientales extremas,Sin ruta registrada,Venezuela,1
28.7091433,-100.4995214,2021,Norteamérica,United States of America,Ahogamiento,Frontera EE.UU.-México,Mexico,1
25.0580555,-98.2641668,2021,Centroamérica,Mexico,Violencia,Frontera EE.UU.-México,El Salvador,1
20.7201324,-100.7597279,2021,Centroamérica,Mexico,Violencia,Sin ruta registrada,Honduras,5
32.52426274,-117.1234483,2021,Centroamérica,Mexico,Ahogamiento,Frontera EE.UU.-México,Cuba,1
32.2265083,-110.8547917,2021,Norteamérica,United States of America,Enfermedad o falta de atención,Frontera EE.UU.-México,Guatemala,1
-19.2761393,-68.6388049,2021,Sudamérica,Chile,Condiciones ambientales extremas,Sin ruta registrada,Venezuela,1
-19.27434383,-68.6202406,2021,Sudamérica,Bolivia (Plurinational State of),Enfermedad o falta de atención,Sin ruta registrada,Venezuela,1
25.675342,-100.319587,2021,Centroamérica,Mexico,Accidente de transporte,Frontera EE.UU.-México,El Salvador,1
26.203085,-98.445107,2021,Centroamérica,Mexico,Ahogamiento,Frontera EE.UU.-México,Guatemala,1
8.775508839,-77.77647631,2021,Centroamérica,Panama,Ahogamiento,Tapón del Darién,Cuba,4
32.36842579,-114.0338755,2021,Norteamérica,United States of America,Condiciones ambientales extremas,Frontera EE.UU.-México,Mexico,1
28.50887928,-99.8698853,2021,Norteamérica,United States of America,Condiciones ambientales extremas,Frontera EE.UU.-México,Mexico,1
27.18569377,-98.14724414,2021,Norteamérica,United States of America,Condiciones ambientales extremas,Frontera EE.UU.-México,Mexico,1
28.68713093,-100.553353,2021,Centroamérica,Mexico,Violencia,Frontera EE.UU.-México,Desconocido,1
28.72296727,-100.508408,2021,Centroamérica,Mexico,Ahogamiento,Frontera EE.UU.-México,Desconocido,1
28.72296727,-100.508408,2021,Centroamérica,Mexico,Ahogamiento,Frontera EE.UU.-México,Desconocido,1
32.67217596,-115.4387852,2021,Centroamérica,United States of America,Ahogamiento,Frontera EE.UU.-México,Mexico,1
27.40052071,-99.47846336,2021,Norteamérica,United States of America,Accidente de transporte,Frontera EE.UU.-México,Desconocido,1
27.59686845,-99.53709649,2021,Centroamérica,Mexico,Ahogamiento,Frontera EE.UU.-México,Desconocido,1
26.09530107,-98.27225471,2021,Centroamérica,Mexico,Ahogamiento,Frontera EE.UU.-México,Desconocido,1
19.37608604,-81.26624247,2021,Caribe,Cayman Islands,Ahogamiento,Caribe hacia EE.UU.,Cuba,10
7.815909737,-72.45178395,2021,Sudamérica,Colombia,Violencia,Sin ruta registrada,Venezuela,1
22.82009376,-102.5423641,2021,Centroamérica,Mexico,Accidente de transporte,Sin ruta registrada,Desconocido,1
14.90541,-92.27885,2021,Centroamérica,Mexico,Violencia,Sin ruta registrada,El Salvador,1
-16.48074,-68.21252,2021,Sudamérica,Bolivia (Plurinational State of),Condiciones ambientales extremas,Sin ruta registrada,Cuba,1
15.01859246,-92.39962345,2021,Centroamérica,Mexico,Muerte accidental,Sin ruta registrada,Guatemala,1
11.09053697,-84.56062206,2021,Centroamérica,Nicaragua,Violencia,Sin ruta registrada,Nicaragua,1
17.66969471,-93.4777546,2021,Centroamérica,Mexico,Violencia,Sin ruta registrada,Honduras,2
27.28385151,-98.68701863,2021,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
26.1865678,-98.22579399,2021,Norteamérica,United States of America,Condiciones ambientales extremas,Frontera EE.UU.-México,Honduras,1
26.65278451,-98.11397627,2021,Norteamérica,United States of America,Accidente de transporte,Frontera EE.UU.-México,Desconocido,1
14.84172051,-92.31793706,2021,Centroamérica,Mexico,Enfermedad o falta de atención,Sin ruta registrada,Cuba,1
10.0202063,-61.96663946,2021,Caribe,Venezuela (Bolivarian Republic of),Ahogamiento,Venezuela al Caribe,Venezuela,17
28.02611051,-99.54236303,2021,Norteamérica,United States of America,Accidente de transporte,Frontera EE.UU.-México,Mexico,1
8.033327732,-72.41635263,2021,Sudamérica,Colombia,Ahogamiento,Sin ruta registrada,Venezuela,3
8.706681239,-77.58643695,2021,Centroamérica,Panama,Mixta o desconocida,Tapón del Darién,Cuba,1
32.66161,-117.247942,2021,Norteamérica,United States of America,Ahogamiento,Frontera EE.UU.-México,Mexico,4
27.50628075,-97.84180735,2021,Norteamérica,United States of America,Accidente de transporte,Frontera EE.UU.-México,Honduras,1
27.5226717,-99.52217022,2021,Norteamérica,United States of America,Ahogamiento,Frontera EE.UU.-México,Cuba,1
32.554722,-116.887778,2021,Norteamérica,United States of America,Muerte accidental,Frontera EE.UU.-México,Desconocido,1
26.25732783,-98.59817457,2021,Centroamérica,Mexico,Ahogamiento,Frontera EE.UU.-México,Desconocido,1
28.72884175,-100.5094583,2021,Centroamérica,Mexico,Ahogamiento,Frontera EE.UU.-México,Mexico,1
28.70492867,-100.5123343,2021,Centroamérica,Mexico,Ahogamiento,Frontera EE.UU.-México,Honduras,1
29.32384331,-100.9195537,2021,Centroamérica,Mexico,Ahogamiento,Frontera EE.UU.-México,Desconocido,1
28.70492867,-100.5123343,2021,Centroamérica,Mexico,Ahogamiento,Frontera EE.UU.-México,Desconocido,1
28.70492867,-100.5123343,2021,Centroamérica,Mexico,Ahogamiento,Frontera EE.UU.-México,Desconocido,1
26.07712504,-98.22456289,2021,Centroamérica,Mexico,Ahogamiento,Frontera EE.UU.-México,Desconocido,1
14.89857673,-92.2712676,2021,Centroamérica,Mexico,Enfermedad o falta de atención,Sin ruta registrada,Guatemala,1
29.36820243,-103.7272989,2021,Norteamérica,United States of America,Accidente de transporte,Frontera EE.UU.-México,Guatemala,1
28.68098753,-100.5076016,2021,Centroamérica,Mexico,Ahogamiento,Frontera EE.UU.-México,Desconocido,1
28.79838818,-100.5363082,2021,Centroamérica,Mexico,Ahogamiento,Frontera EE.UU.-México,Mexico,1
7.91681734,-72.46274762,2021,Sudamérica,Colombia,Ahogamiento,Sin ruta registrada,Venezuela,1
17.81709183,-95.26888543,2021,Centroamérica,Mexico,Accidente de transporte,Sin ruta registrada,Nicaragua,1
26.92134737,-80.06269146,2021,Norteamérica,United States of America,Ahogamiento,Caribe hacia EE.UU.,Haiti,1
32.55086017,-113.7245521,2021,Norteamérica,United States of America,Condiciones ambientales extremas,Frontera EE.UU.-México,Ecuador,1
32.62844,-116.4721918,2021,Norteamérica,United States of America,Violencia,Frontera EE.UU.-México,Desconocido,1
7.916828413,-72.46265352,2021,Sudamérica,Venezuela (Bolivarian Republic of),Ahogamiento,Sin ruta registrada,Desconocido,1
3.439303091,-76.54750898,2021,Sudamérica,Colombia,Violencia,Sin ruta registrada,Venezuela,2
28.3473325,-100.3153453,2021,Centroamérica,Mexico,Ahogamiento,Frontera EE.UU.-México,Desconocido,1
16.13161001,-92.0644565,2021,Centroamérica,Mexico,Accidente de transporte,Sin ruta registrada,Guatemala,4
32.8478017,-117.2787884,2021,Norteamérica,United States of America,Ahogamiento,Frontera EE.UU.-México,Mexico,1
29.5071504,-98.57243481,2021,Norteamérica,United States of America,Enfermedad o falta de atención,Frontera EE.UU.-México,Mexico,1
24.52014162,-81.78465844,2021,Caribe,United States of America,Ahogamiento,Caribe hacia EE.UU.,Cuba,12
4.554452679,-74.15113013,2021,Sudamérica,Colombia,Violencia,Sin ruta registrada,Venezuela,1
-17.816295,-69.187237,2021,Sudamérica,Bolivia (Plurinational State of),Condiciones ambientales extremas,Sin ruta registrada,Venezuela,1
30.8540853,-104.8845289,2021,Norteamérica,United States of America,Condiciones ambientales extremas,Frontera EE.UU.-México,El Salvador,1
32.51201959,-114.2335269,2021,Norteamérica,United States of America,Condiciones ambientales extremas,Frontera EE.UU.-México,Mexico,1
32.44482662,-114.446387,2021,Norteamérica,United States of America,Condiciones ambientales extremas,Frontera EE.UU.-México,Guatemala,1
8.466724187,-77.69438886,2021,Centroamérica,Panama,Ahogamiento,Tapón del Darién,Desconocido,3
28.65989473,-99.83025098,2021,Norteamérica,United States of America,Condiciones ambientales extremas,Frontera EE.UU.-México,El Salvador,1
19.70339619,-98.45113375,2021,Centroamérica,Mexico,Accidente de transporte,Sin ruta registrada,Desconocido,1
16.79811255,-91.20988585,2021,Centroamérica,Mexico,Accidente de transporte,Sin ruta registrada,Guatemala,1
26.20468876,-98.5008908,2021,Centroamérica,Mexico,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
28.70601548,-100.5121682,2021,Centroamérica,Mexico,Ahogamiento,Frontera EE.UU.-México,Nicaragua,1
28.70601548,-100.5121682,2021,Norteamérica,United States of America,Ahogamiento,Frontera EE.UU.-México,Desconocido,1
28.72383323,-100.5084339,2021,Centroamérica,Mexico,Ahogamiento,Frontera EE.UU.-México,Mexico,1
28.86035777,-100.5900667,2021,Centroamérica,United States of America,Ahogamiento,Frontera EE.UU.-México,Desconocido,1
28.70601548,-100.5121682,2021,Norteamérica,United States of America,Ahogamiento,Frontera EE.UU.-México,Honduras,1
31.785267,-106.554545,2021,Norteamérica,United States of America,Condiciones ambientales extremas,Frontera EE.UU.-México,Guatemala,1
31.754475,-106.426,2021,Norteamérica,United States of America,Muerte accidental,Frontera EE.UU.-México,Mexico,1
8.463178375,-77.6973089,2021,Centroamérica,Panama,Ahogamiento,Tapón del Darién,Desconocido,1
-22.86132167,-68.09857265,2021,Sudamérica,Chile,Condiciones ambientales extremas,Sin ruta registrada,Ecuador,1
-22.91728654,-67.79674134,2021,Sudamérica,Chile,Condiciones ambientales extremas,Sin ruta registrada,Bolivia,1
27.38965142,-99.49302361,2021,Centroamérica,Mexico,Ahogamiento,Frontera EE.UU.-México,Mexico,1
7.158230103,-73.09444462,2021,Sudamérica,Colombia,Violencia,Sin ruta registrada,Desconocido,1
-19.28209365,-68.61117155,2021,Sudamérica,Chile,Condiciones ambientales extremas,Sin ruta registrada,Bolivia,1
9.426195864,-83.71262203,2021,Centroamérica,Costa Rica,Violencia,Sin ruta registrada,Uzbekistan,1
26.96045723,-79.11501934,2021,Caribe,Bahamas,Ahogamiento,Caribe hacia EE.UU.,Haiti,2
28.69871512,-100.5102039,2021,Norteamérica,United States of America,Ahogamiento,Frontera EE.UU.-México,Mexico,1
27.47874782,-99.4792803,2021,Centroamérica,Mexico,Ahogamiento,Frontera EE.UU.-México,Mexico,1
